Time,proximity,ambient,leanForward,qW,qX,qY,qZ,aX,aY,aZ,power,cal
1549576159370,10656.0,131.0,82.24655555544848,0.73028564453125,-0.50372314453125,0.4228515625,-0.18475341796875,0.15234375,0.046875,0.1875,0.0605621337890625,3.0
1549576159420,10665.0,131.0,82.24581475183368,0.73004150390625,-0.503173828125,0.42352294921875,-0.185791015625,-0.31640625,0.0703125,-0.21875,0.1529083251953125,3.0
1549576159470,10589.0,131.0,82.35986518859863,0.7291259765625,-0.50299072265625,0.42486572265625,-0.1866455078125,-0.0078125,-0.08203125,-0.10546875,0.017913818359375,3.0
1549576159520,10601.0,134.0,82.52125263214111,0.7281494140625,-0.50238037109375,0.42724609375,-0.186767578125,-0.0078125,-0.12109375,0.02734375,0.015472412109375,3.0
1549576159570,10572.0,134.0,82.818359375,0.72674560546875,-0.5023193359375,0.4302978515625,-0.185302734375,0.05859375,0.0625,0.05859375,0.010772705078125,3.0
1549576159620,10604.0,134.0,82.90639925003052,0.72650146484375,-0.50177001953125,0.43182373046875,-0.1842041015625,-0.0078125,0.046875,0.06640625,0.0066680908203125,3.0
1549576159670,10680.0,134.0,83.0260066986084,0.72589111328125,-0.501953125,0.43280029296875,-0.18377685546875,0.0234375,-0.12109375,0.08203125,0.021942138671875,3.0
1549576159720,10741.0,134.0,83.27985000610352,0.72430419921875,-0.50262451171875,0.4345703125,-0.18408203125,0.03125,-0.046875,0.14453125,0.0240631103515625,3.0
1549576159770,10832.0,134.0,83.4082384109497,0.72418212890625,-0.50299072265625,0.4354248046875,-0.1815185546875,-0.0390625,0.0703125,0.11328125,0.0193023681640625,3.0
1549576159820,10956.0,134.0,83.48608541488647,0.7236328125,-0.50335693359375,0.435791015625,-0.181884765625,0.0703125,-0.0234375,0.08984375,0.0135650634765625,3.0
1549576159870,11100.0,134.0,83.66488552093506,0.72283935546875,-0.503662109375,0.43719482421875,-0.18072509765625,-0.04296875,-0.0546875,-0.0078125,0.0048980712890625,3.0
1549576159920,11025.0,134.0,84.10450744628906,0.72174072265625,-0.50494384765625,0.4400634765625,-0.1744384765625,0.171875,-0.015625,0.3203125,0.13238525390625,3.0
1549576159970,10960.0,134.0,84.42911720275879,0.72076416015625,-0.50506591796875,0.443115234375,-0.17034912109375,0.02734375,-0.0546875,0.20703125,0.046600341796875,3.0
1549576160020,10969.0,134.0,84.40612304210663,0.7215576171875,-0.50372314453125,0.4444580078125,-0.16766357421875,-0.1171875,-0.0546875,-0.05078125,0.0193023681640625,3.0
1549576160070,11004.0,138.0,84.3425452709198,0.72210693359375,-0.50250244140625,0.4451904296875,-0.1668701171875,-0.0625,-0.0078125,-0.328125,0.11163330078125,3.0
1549576160120,10965.0,138.0,84.44579648971558,0.72210693359375,-0.5023193359375,0.4464111328125,-0.1641845703125,0.07421875,0.05078125,0.27734375,0.0850067138671875,3.0
1549576160170,11006.0,138.0,84.3489875793457,0.72283935546875,-0.50128173828125,0.4466552734375,-0.16357421875,-0.109375,-0.046875,-0.05078125,0.0167388916015625,3.0
1549576160220,11020.0,138.0,84.30465245246887,0.72320556640625,-0.5006103515625,0.44696044921875,-0.1630859375,-0.046875,0.01171875,-0.02734375,0.003082275390625,3.0
1549576160270,11031.0,138.0,84.44528102874756,0.7222900390625,-0.500244140625,0.44873046875,-0.16339111328125,-0.19140625,0.00390625,0.15625,0.061065673828125,3.0
1549576160320,10996.0,138.0,84.61384105682373,0.72161865234375,-0.49969482421875,0.45098876953125,-0.16192626953125,0.1328125,-0.00390625,0.1015625,0.0279693603515625,3.0
1549576160370,11025.0,138.0,84.86708641052246,0.72021484375,-0.4993896484375,0.4537353515625,-0.16131591796875,-0.05859375,-0.0546875,0.171875,0.0359649658203125,3.0
1549576160420,11014.0,138.0,84.94281673431396,0.7200927734375,-0.49859619140625,0.455322265625,-0.1597900390625,-0.09765625,0.1640625,0.09765625,0.045989990234375,3.0
1549576160470,11041.0,138.0,84.97557926177979,0.719970703125,-0.4979248046875,0.45635986328125,-0.159423828125,0.01953125,-0.05078125,-0.00390625,0.0029754638671875,3.0
1549576160520,11051.0,138.0,85.04907417297363,0.71966552734375,-0.49761962890625,0.4573974609375,-0.1588134765625,-0.1484375,0.01953125,0.11328125,0.035247802734375,3.0
1549576160570,11019.0,143.0,85.26290225982666,0.7188720703125,-0.49737548828125,0.459716796875,-0.1566162109375,0.09375,0.04296875,0.3125,0.1082916259765625,3.0
1549576160620,11032.0,143.0,85.41720676422119,0.71826171875,-0.49713134765625,0.46142578125,-0.15509033203125,-0.01171875,-0.05859375,0.00390625,0.0035858154296875,3.0
1549576160670,11011.0,143.0,85.55661487579346,0.71759033203125,-0.49676513671875,0.463134765625,-0.154296875,-0.0859375,-0.03515625,-0.0390625,0.0101470947265625,3.0
1549576160720,11009.0,143.0,85.40267276763916,0.71856689453125,-0.49542236328125,0.46307373046875,-0.1539306640625,-0.06640625,0.08984375,-0.10546875,0.0236053466796875,3.0
1549576160770,11104.0,143.0,85.17728614807129,0.719482421875,-0.4945068359375,0.46197509765625,-0.1561279296875,-0.109375,0.06640625,-0.3203125,0.1189727783203125,3.0
1549576160820,11103.0,143.0,85.27923393249512,0.7190307602286339,-0.49476318061351776,0.4626709073781967,-0.1553955078125,-0.16562652587890625,0.04921865463256836,0.02890777587890625,0.12213706970214844,3.0
1549576160870,11002.39990234375,143.0,85.68275451660156,0.71734619140625,-0.4962402358651161,0.4648803696036339,-0.15185546875,0.2625007629394531,-0.016406238079071045,0.3249998092651367,0.20329952239990234,3.0
1549576160920,10991.666748046875,143.0,85.85777449607849,0.7168070478364825,-0.4969482421875,0.4657491073012352,-0.14933268167078495,-0.09049510955810547,0.025390625,0.11848831176757812,0.09823131561279297,3.0
1549576160970,11030.0,143.0,85.91351842880249,0.716552734375,-0.496337890625,0.4669189453125,-0.14892578125,-0.23046875,0.171875,-0.4609375,0.2951202392578125,3.0
1549576161020,11019.0,143.0,86.01100444793701,0.7159423828125,-0.49639892578125,0.4677734375,-0.1490478515625,0.0625,0.00390625,-0.4453125,0.2022247314453125,3.0
1549576161070,11004.0,143.0,86.20333576202393,0.7144775390625,-0.496337890625,0.4696044921875,-0.150390625,-0.27734375,0.0390625,0.19140625,0.115081787109375,3.0
1549576161120,10983.0,143.0,86.35948085784912,0.713134765625,-0.4954833984375,0.47198486328125,-0.15234375,-0.15234375,0.0390625,-0.19140625,0.061370849609375,3.0
1549576161170,10927.600006103516,143.0,86.44913899898529,0.7120117186568677,-0.49493408203125,0.47333984076976776,-0.15487060695886612,-0.04140663146972656,0.11875000596046448,-0.012500762939453125,0.04880666732788086,3.0
1549576161220,10923.166625976562,143.0,86.46582365036011,0.7119140625,-0.493438720703125,0.4750773161649704,-0.1549275666475296,0.15950489044189453,0.12239581346511841,-0.29817676544189453,0.15435028076171875,3.0
1549576161270,10889.0,143.0,86.56269645690918,0.7119140625,-0.4920654296875,0.4774169921875,-0.15228271484375,0.4296875,0.109375,-0.0703125,0.2015380859375,3.0
1549576161320,10873.7998046875,143.0,86.79523658752441,0.7114135697484016,-0.4905639588832855,0.48101806640625,-0.14774169027805328,-0.061717987060546875,-0.09218788146972656,0.22187423706054688,0.10071098804473877,3.0
1549576161370,10827.39990234375,143.0,87.08757162094116,0.710351562127471,-0.48896484076976776,0.4853149354457855,-0.14432372897863388,0.19687461853027344,0.051562488079071045,0.028906822204589844,0.06792306900024414,3.0
1549576161420,10782.0,143.0,87.15403246879578,0.710241699591279,-0.48656006157398224,0.48829345405101776,-0.14276123046875,-0.07968759536743164,0.0234375,-0.09453129768371582,0.0180816650390625,3.0
1549576161470,10763.0,143.0,87.09710693359375,0.71051025390625,-0.4840087890625,0.49030762165784836,-0.14312744140625,-0.04609394073486328,-0.022655963897705078,-0.10312461853027344,0.02736186981201172,3.0
1549576161520,10798.599998474121,143.0,86.93481922149658,0.7112182602286339,-0.481201171875,0.49162597954273224,-0.14454345684498549,-0.09531211853027344,0.06484365463256836,-0.30312490463256836,0.11429750919342041,3.0
1549576161570,10798.600006103516,145.4000244140625,86.74265003204346,0.7124389633536339,-0.47828368842601776,0.49277343740686774,-0.14433593745343387,0.08671903610229492,0.09218597412109375,-0.22421836853027344,0.08870244026184082,3.0
1549576161620,10802.599975585938,155.0,86.52424108982086,0.713842773810029,-0.47614746540784836,0.492919921875,-0.14401855319738388,0.125,-0.08281135559082031,-0.04531240463256836,0.045458972454071045,3.0
1549576161670,10796.799926757812,155.0,86.54657340049744,0.71392822265625,-0.47532958909869194,0.493896484375,-0.14288330078125,0.0390625,0.16562509536743164,0.03984355926513672,0.03763735294342041,3.0
1549576161720,10806.400024414062,155.0,86.58690810203552,0.7136962891090661,-0.47586669959127903,0.4937377944588661,-0.142822265625,0.07109451293945312,0.1171875,0.08749961853027344,0.0678253173828125,3.0
1549576161770,10783.79999923706,155.0,86.51426315307617,0.7139526382088661,-0.47628173837438226,0.4927124008536339,-0.14381103962659836,-0.16484379768371582,0.12890625,-0.22109365463256836,0.0953826904296875,3.0
1549576161820,10783.400001525879,155.0,86.32161712646484,0.7148925773799419,-0.47651367262005806,0.49079589545726776,-0.14501953125,-0.07343769073486328,0.04609370231628418,-0.17578125,0.047833263874053955,3.0
1549576161870,10783.600006103516,155.0,86.1761999130249,0.7155639603734016,-0.4771728515625,0.48884277045726776,-0.14600830525159836,0.08906269073486328,0.0078125,-0.1796875,0.04796147346496582,3.0
1549576161920,10778.20000076294,155.0,85.94653034210205,0.7166992202401161,-0.47784423828125,0.48613280057907104,-0.14727783203125,-0.00937509536743164,-0.06562495231628418,-0.07656252384185791,0.01129150390625,3.0
1549576161970,10778.0,155.0,85.7748059630394,0.717492675408721,-0.47906494140625,0.48338623344898224,-0.14848632365465164,0.02187490463256836,0.018751144409179688,-0.07656240463256836,0.02891826629638672,3.0
1549576162020,10778.0,155.0,85.73649787902832,0.7174194343388081,-0.4813598617911339,0.48076170682907104,-0.14997559785842896,-0.11953163146972656,0.23515605926513672,0.01406240463256836,0.08549194782972336,3.0
1549576162070,10796.599975585938,155.20000076293945,85.60820138454437,0.7176635740324855,-0.48298340290784836,0.47797851264476776,-0.15255127102136612,-0.22265625,0.021874427795410156,-0.05156230926513672,0.0748443603515625,3.0
1549576162120,10786.80029296875,156.0,85.66133308410645,0.7171142548322678,-0.48448486626148224,0.47694091871380806,-0.15361327677965164,0.04218721389770508,-0.06562519073486328,-0.08124923706054688,0.04416489601135254,3.0
1549576162170,10711.599975585938,156.0,85.93176199495792,0.7156860351096839,-0.48676758259534836,0.4770874008536339,-0.15262451209127903,0.08671903610229492,0.0234375,0.2476562261581421,0.07250368595123291,3.0
1549576162220,10738.400024414062,156.0,85.9416892528534,0.715576171875,-0.48857422173023224,0.4753051772713661,-0.15278320317156613,-0.00390625,-0.01171875,0.1398448944091797,0.07610774040222168,3.0
1549576162270,10755.199996948242,156.0,86.01012229919434,0.7151611335575581,-0.4900268614292145,0.47442626953125,-0.15274658240377903,-0.11796879768371582,0.171875,-0.19062423706054688,0.10660696029663086,3.0
1549576162320,10749.200012207031,156.0,86.20030403137207,0.7141235321760178,-0.49158935248851776,0.47456054762005806,-0.15219726413488388,-0.05312490463256836,-0.02187490463256836,0.07421875,0.0114898681640625,3.0
1549576162370,10736.200012207031,156.0,86.49657535552979,0.7124999985098839,-0.49366454780101776,0.47510986332781613,-0.15128173865377903,-0.0054683685302734375,0.03281259536743164,0.13203120231628418,0.02559185028076172,3.0
1549576162420,10741.0,156.0,86.62255382537842,0.711767578497529,-0.49492187495343387,0.47496337816119194,-0.151123046875,-0.13828134536743164,0.10312500596046448,0.05234527587890625,0.09424495697021484,3.0
1549576162470,10788.399993896484,156.0,86.51708316802979,0.712243651971221,-0.4949218751862645,0.47398681566119194,-0.15189209021627903,-0.07187509536743164,0.0859375,-0.34375,0.17147254943847656,3.0
1549576162520,10788.0,156.0,86.47939538955688,0.7124755866825581,-0.4952392578125,0.47330322302877903,-0.15186767652630806,-0.04140615463256836,-0.01328122615814209,0.08203125,0.01409602165222168,3.0
1549576162570,10803.800048828125,156.0,86.58006775379181,0.7120483398903161,-0.49576416052877903,0.47369384765625,-0.15102539211511612,-0.08046874403953552,-0.02812504768371582,0.16640663146972656,0.047821044921875,3.0
1549576162620,10825.39990234375,155.39999389648438,86.63487911224365,0.7119262702763081,-0.49614257365465164,0.47381591796875,-0.15006103366613388,-0.04999971389770508,0.01406240463256836,-0.05078125,0.00865783542394638,3.0
1549576162670,10795.400146484375,153.0,86.81286144256592,0.7110961899161339,-0.49725341796875,0.47429199214093387,-0.14884033240377903,-0.010938644409179688,0.0625,-0.02890634536743164,0.01882624626159668,3.0
1549576162720,10823.0,153.0,86.91288137435913,0.71038818359375,-0.49807128868997097,0.47434082068502903,-0.14925537118688226,-0.23828125,0.07109451293945312,-0.09999942779541016,0.08275747299194336,3.0
1549576162770,10799.800003051758,153.0,87.00019145011902,0.7098266594111919,-0.49844970740377903,0.47476806677877903,-0.14945068396627903,-0.17500019073486328,0.16953086853027344,-0.18515682220458984,0.12727737426757812,3.0
1549576162820,10799.400024414062,153.0,87.0706844329834,0.7093139663338661,-0.49852294847369194,0.47532959282398224,-0.14980468712747097,0.014062494039535522,-0.035938262939453125,-0.01015615463256836,0.00937795639038086,3.0
1549576162870,10778.400024414062,153.0,87.213263630867,0.7085083015263081,-0.49812011793255806,0.47705078125,-0.14945068210363388,0.04218769073486328,0.09531259536743164,-0.07890605926513672,0.025137364864349365,3.0
1549576162920,10754.200012207031,153.0,87.18201518058777,0.708886718377471,-0.4974365234375,0.4774536117911339,-0.14848632737994194,0.12109375,0.01406252384185791,-0.05000019073486328,0.0397491455078125,3.0
1549576162970,10762.399993896484,153.0,87.14150303602219,0.70928955078125,-0.4964111326262355,0.4781372072175145,-0.147705078125,-0.0625,0.04375004768371582,-0.22499990463256836,0.06719970703125,3.0
1549576163020,10767.0,153.0,87.16926860809326,0.7093505859375,-0.49620361323468387,0.47862549126148224,-0.14665527269244194,0.09140682220458984,0.05312490463256836,-0.16171884536743164,0.05003070831298828,3.0
1549576163070,10787.199951171875,153.0,87.29569560289383,0.7086181640625,-0.49605712853372097,0.47990722581744194,-0.14637451176531613,-0.08671855926513672,0.03515625,-0.07187509536743164,0.017559826374053955,3.0
1549576163120,10758.0,152.1999969482422,87.30689144134521,0.708532715216279,-0.4955200180411339,0.4805908203125,-0.14654541015625,-0.03125,0.05234336853027344,-0.09296894073486328,0.03284299373626709,3.0
1549576163170,10765.599998474121,149.0,87.36731624603271,0.708105469122529,-0.4948852537199855,0.48179931193590164,-0.14683837816119194,-0.06953048706054688,-0.14531230926513672,0.03046870231628418,0.04181528091430664,3.0
1549576163220,10764.600006103516,149.0,87.45548558235168,0.7077758789528161,-0.49467773432843387,0.48280029371380806,-0.14577636122703552,0.06171894073486328,0.04375004768371582,0.02421879768371582,0.010186776518821716,3.0
1549576163270,10767.600006103516,149.0,87.49547672271729,0.707788085564971,-0.49453124962747097,0.4833007827401161,-0.14448242262005806,-0.03203105926513672,0.06640625,0.035938262939453125,0.014056384563446045,3.0
