start,end,prox_eps,prox_pmin,prox_pmax,prox_length,chewing_gt,date_exp
2019-02-07 09:21:24.880000-06:00,2019-02-07 09:21:28.680000-06:00,0.3076923076923077,650,850,6,0,0
2019-02-07 09:21:24.880000-06:00,2019-02-07 09:21:28.680000-06:00,0.375,800,1100,5,0,0
2019-02-07 09:21:25.880000-06:00,2019-02-07 09:21:28.030000-06:00,0.19999999999999996,500,600,5,0,0
2019-02-07 09:21:25.880000-06:00,2019-02-07 09:21:28.680000-06:00,0.30000000000000004,500,650,6,0,0
2019-02-07 09:21:25.880000-06:00,2019-02-07 09:21:28.680000-06:00,0.23076923076923084,650,800,5,0,0
2019-02-07 09:21:45.680000-06:00,2019-02-07 09:21:48.530000-06:00,0.33333333333333326,600,800,5,0,0
2019-02-07 09:22:03.530000-06:00,2019-02-07 09:22:06.630000-06:00,0.36363636363636354,550,750,6,0,0
2019-02-07 09:22:04.430000-06:00,2019-02-07 09:22:06.630000-06:00,0.19999999999999996,500,600,5,0,0
2019-02-07 09:22:14.530000-06:00,2019-02-07 09:22:17.880000-06:00,0.2857142857142858,700,900,5,0,0
2019-02-07 09:22:22.730000-06:00,2019-02-07 09:22:25.730000-06:00,0.3076923076923077,650,850,5,0,0
2019-02-07 09:22:31.630000-06:00,2019-02-07 09:22:34.880000-06:00,0.2857142857142858,700,900,5,0,0
2019-02-07 09:22:31.630000-06:00,2019-02-07 09:22:35.080000-06:00,0.4285714285714286,700,1000,5,0,0
2019-02-07 09:22:47.130000-06:00,2019-02-07 09:22:50.430000-06:00,0.3846153846153846,650,900,5,0,0
2019-02-07 09:22:48.180000-06:00,2019-02-07 09:22:50.430000-06:00,0.5555555555555556,450,700,5,0,0
2019-02-07 09:22:51.830000-06:00,2019-02-07 09:23:00.530000-06:00,0.5555555555555556,450,700,15,0,0
2019-02-07 09:22:51.830000-06:00,2019-02-07 09:22:54.530000-06:00,0.16666666666666674,600,700,5,0,0
2019-02-07 09:22:51.830000-06:00,2019-02-07 09:23:00.530000-06:00,0.5,600,900,13,0,0
2019-02-07 09:22:51.830000-06:00,2019-02-07 09:23:00.530000-06:00,0.5384615384615385,650,1000,12,0,0
2019-02-07 09:22:51.830000-06:00,2019-02-07 09:23:00.530000-06:00,0.375,800,1100,10,0,0
2019-02-07 09:22:54.880000-06:00,2019-02-07 09:22:58.280000-06:00,0.07692307692307687,650,700,6,0,0
2019-02-07 09:24:50.280000-06:00,2019-02-07 09:24:53.630000-06:00,0.4545454545454546,550,800,6,0,0
2019-02-07 09:24:50.280000-06:00,2019-02-07 09:24:53.630000-06:00,0.33333333333333326,750,1000,5,0,0
2019-02-07 09:25:50.830000-06:00,2019-02-07 09:25:54.330000-06:00,0.33333333333333326,600,800,6,0,0
2019-02-07 09:27:30.180000-06:00,2019-02-07 09:27:32.930000-06:00,0.33333333333333326,600,800,5,0,0
2019-02-07 09:27:53.530000-06:00,2019-02-07 09:27:57.030000-06:00,0.3571428571428572,700,950,5,0,0
2019-02-07 09:28:02.980000-06:00,2019-02-07 09:28:05.380000-06:00,0.5555555555555556,450,700,5,0,0
2019-02-07 09:28:06.680000-06:00,2019-02-07 09:28:09.680000-06:00,0.5555555555555556,450,700,6,0,0
2019-02-07 09:28:06.680000-06:00,2019-02-07 09:28:09.680000-06:00,0.1428571428571428,700,800,5,0,0
