start,end,prox_eps,prox_pmin,prox_pmax,prox_length,chewing_gt,date_exp
2019-01-20 10:02:10.970000-06:00,2019-01-20 10:02:19.320000-06:00,0.46666666666666656,750,1100,10,0,0
2019-01-20 10:02:12.470000-06:00,2019-01-20 10:02:17.570000-06:00,0.5,600,900,8,0,0
2019-01-20 10:02:12.870000-06:00,2019-01-20 10:02:21.220000-06:00,0.5555555555555556,450,700,15,0,0
2019-01-20 10:02:13.370000-06:00,2019-01-20 10:02:21.220000-06:00,0.4545454545454546,550,800,13,0,0
2019-01-20 10:02:14.570000-06:00,2019-01-20 10:02:19.320000-06:00,0.5384615384615385,650,1000,7,0,0
2019-01-20 10:02:14.920000-06:00,2019-01-20 10:02:21.220000-06:00,0.2727272727272727,550,700,11,0,0
2019-01-20 10:02:17.820000-06:00,2019-01-20 10:02:21.220000-06:00,0.25,600,750,6,0,0
2019-01-20 10:02:18.770000-06:00,2019-01-20 10:02:20.970000-06:00,0.33333333333333326,450,600,5,0,0
2019-01-20 10:02:20.520000-06:00,2019-01-20 10:02:24.670000-06:00,0.3571428571428572,700,950,6,0,0
2019-01-20 10:02:22.570000-06:00,2019-01-20 10:02:24.920000-06:00,0.30000000000000004,500,650,5,0,0
2019-01-20 10:03:03.420000-06:00,2019-01-20 10:03:05.470000-06:00,0.33333333333333326,450,600,5,0,0
2019-01-20 10:03:03.420000-06:00,2019-01-20 10:03:05.720000-06:00,0.5555555555555556,450,700,5,0,0
2019-01-20 10:03:03.420000-06:00,2019-01-20 10:03:05.720000-06:00,0.3999999999999999,500,700,5,0,0
2019-01-20 10:03:26.970000-06:00,2019-01-20 10:03:33.970000-06:00,0.5,600,900,10,0,0
2019-01-20 10:03:26.970000-06:00,2019-01-20 10:03:32.720000-06:00,0.19999999999999996,750,900,8,0,0
2019-01-20 10:03:29.420000-06:00,2019-01-20 10:03:31.970000-06:00,0.33333333333333326,450,600,6,0,0
2019-01-20 10:03:29.420000-06:00,2019-01-20 10:03:33.220000-06:00,0.4444444444444444,450,650,8,0,0
2019-01-20 10:03:35.320000-06:00,2019-01-20 10:03:39.520000-06:00,0.5384615384615385,650,1000,6,0,0
2019-01-20 10:03:35.320000-06:00,2019-01-20 10:03:39.520000-06:00,0.33333333333333326,750,1000,6,0,0
2019-01-20 10:03:35.520000-06:00,2019-01-20 10:03:39.520000-06:00,0.4545454545454546,550,800,7,0,0
2019-01-20 10:03:35.520000-06:00,2019-01-20 10:03:39.520000-06:00,0.3846153846153846,650,900,6,0,0
2019-01-20 10:03:36.320000-06:00,2019-01-20 10:03:39.520000-06:00,0.19999999999999996,500,600,7,0,0
2019-01-20 10:05:39.220000-06:00,2019-01-20 10:05:43.020000-06:00,0.3846153846153846,650,900,6,0,0
2019-01-20 10:05:40.270000-06:00,2019-01-20 10:05:43.520000-06:00,0.5,500,750,6,0,0
2019-01-20 10:05:40.270000-06:00,2019-01-20 10:05:43.020000-06:00,0.15384615384615374,650,750,5,0,0
2019-01-20 10:05:41.020000-06:00,2019-01-20 10:05:43.520000-06:00,0.3999999999999999,500,700,5,0,0
2019-01-20 10:05:43.520000-06:00,2019-01-20 10:05:48.320000-06:00,0.3999999999999999,750,1050,6,0,0
2019-01-20 10:05:44.970000-06:00,2019-01-20 10:05:48.320000-06:00,0.5384615384615385,650,1000,5,0,0
2019-01-20 10:05:49.570000-06:00,2019-01-20 10:05:53.220000-06:00,0.17647058823529416,850,1000,5,0,0
2019-01-20 10:05:49.570000-06:00,2019-01-20 10:05:53.370000-06:00,0.2941176470588236,850,1100,5,0,0
2019-01-20 10:06:13.670000-06:00,2019-01-20 10:06:17.570000-06:00,0.5,600,900,6,0,0
